Model,MAE,MSE,RMSE,R2 Score,MAPE
XGBRegressor,12.574511077372744,6533.375929631622,80.8293011823783,0.8090871276500597,0.3539032287156024
XGBRegressor,12.574511077372744,6533.375929631622,80.8293011823783,0.8090871276500597,0.3539032287156024
